id,label,sentence,pos
988,1,The modern technology helps people in many ways and is indespensible .,DT JJ NN VBZ NNS IN JJ NNS CC VBZ JJ . 
408,0,But it was completely different to what I had expected .,CC PRP VBD RB JJ IN PRP PRP VBD VBN . 
846,0,My life would n't be the same without this progress .,DT NN MD RB VB DT NN IN DT NN . 
507,0,"asked Philip , showing the keys to the car .","VBD NNP , VBG DT NNS IN DT NN . "
1070,1,"So that , I consider myself expirienced enough .","RB DT , PRP VBP PRP JJ RB . "
504,0,I looked at my watch : 20:45 .,PRP VBD IN PRP$ NN : CD . 
850,0,What about fashion in 100 years ?,WP IN NN IN CD NNS . 
347,0,And that will be a waste of time .,CC DT MD VB DT NN IN NN . 
386,0,That time I had to sleep in a tent .,DT NN PRP VBD TO VB IN DT NN . 
0,0,"By the way , I do not like to be alone .","IN DT NN , PRP VBP RB VB TO VB JJ . "
360,0,I waited and it became 8 o'clock pm - nothing happened .,PRP VBD CC PRP VBD CD NN NN HYPH NN VBD . 
1278,1,They were even talking jokes with me and other staff .,PRP VBD RB VBG NNS IN PRP CC JJ NN . 
475,0,But also I 'm aware that time flies for me .,CC RB PRP VBP JJ IN NN VBZ IN PRP . 
1158,1,"In fact , the notice had been showed since last winter .","IN NN , DT NN VBD VBN VBD IN JJ NN . "
1165,1,I am absolutely annoyed .,PRP VBP RB JJ . 
1319,1,Last week I and my family had a holiday in London .,JJ NN PRP CC PRP$ NN VBD DT NN IN NNP . 
952,1,The widow who was afaid told the man of the gold .,DT NN WP VBD JJ VBD DT NN IN DT NN . 
783,0,I remember some I watched on television when I was younger .,PRP VBP DT PRP VBD IN NN WRB PRP VBD JJR . 
172,0,The next task I was given was ironing costumes .,DT JJ NN PRP VBD VBN VBD VBG NNS . 
450,0,"I like taking photographs , in my room .","PRP VBP VBG NNS , IN PRP$ NN . "
125,0,"OK , write to me soon , huge hug and kisses","UH , VB IN PRP RB , JJ NN CC NNS "
806,0,Secondly the start of the show was far from punctual .,RB DT NN IN DT NN VBD RB IN JJ . 
530,0,And there is quite a good reason for that .,CC EX VBZ RB DT JJ NN IN DT . 
713,0,It provides all kinds of food .,PRP VBZ DT NNS IN NN . 
90,0,I 've just helped the staff .,PRP VBP RB VBN DT NN . 
1307,1,It said it will start at 19:30 .,PRP VBD PRP MD VB IN CD . 
181,0,"However , all the students are passive .","RB , PDT DT NNS VBP JJ . "
987,1,So I am quite confident with this .,RB PRP VBP RB JJ IN DT . 
414,0,It 's good that he is far away ...,PRP VBZ JJ IN PRP VBZ RB RB . 
251,0,I trusted him and told him the truth .,PRP VBD PRP CC VBD PRP DT NN . 
69,0,"Plays and films were good , there were n't enough .","NNS CC NNS VBD JJ , EX VBD RB JJ . "
131,0,This is the most terrible disadvantage technology has .,DT VBZ DT RBR JJ NN NN VBZ . 
300,0,The bus runs from in front of the hotel .,DT NN VBZ IN IN NN IN DT NN . 
842,0,Furthermore because I like to live in contact with nature .,RB IN PRP VBP TO VB IN NN IN NN . 
326,0,"' Shopping ' means buying goods for your daily requirements ,","`` NN '' VBZ VBG NNS IN PRP$ JJ NNS , "
1321,1,I was doing different activities from designering flier to selling tickets .,PRP VBD VBG JJ NNS IN VBG NN IN VBG NNS . 
998,1,Your sincerly,PRP$ RB 
499,0,"Finally , the restaurant which belongs to the theatre was closed .","RB , DT NN WDT VBZ IN DT NN VBD JJ . "
930,0,"However , it started at 20:15 .","RB , PRP VBD IN CD . "
364,0,I 'm fine thanks and my parents are also well .,PRP VBP JJ UH CC PRP$ NNS VBP RB RB . 
495,0,How are you ?,WRB VBP PRP . 
1258,1,Everyone gets a television at home .,NN VBZ DT NN IN NN . 
338,0,"I have a camera , it is a Minolta X300 .","PRP VBP DT NN , PRP VBZ DT NNP NNP . "
421,0,when she turned around talking and whispering started .,WRB PRP VBD RP VBG CC VBG VBD . 
164,0,It is the only month that I do n't work .,PRP VBZ DT JJ NN WDT PRP VBP RB VB . 
28,0,"If there are any more questions , please contact me .","IN EX VBP DT JJ NNS , UH VB PRP . "
516,0,One example in my life is home banking .,CD NN IN PRP$ NN VBZ NN NN . 
193,0,There are only ten computers in the school .,EX VBP RB CD NNS IN DT NN . 
799,0,I was so excited that I could n't believe it .,PRP VBD RB JJ IN PRP MD RB VB PRP . 
984,1,I prefer in tents .,PRP VBP IN NNS . 
169,0,People believe that the bird was sent from heaven .,NNS VBP IN DT NN VBD VBN IN NN . 
945,0,The bus will pick you up right at your hotel entrance .,DT NN MD VB PRP RP RB IN PRP$ NN NN . 
652,0,We would suggest going to this fabulous show .,PRP MD VB VBG IN DT JJ NN . 
173,0,I also had to clean the washrooms .,PRP RB VBD TO VB DT NNS . 
518,0,Sometimes there are advantages but there are some disadvantages too .,RB EX VBZ NNS CC EX VBZ DT NNS RB . 
1099,1,The story had began two days before ...,DT NN VBD VBN CD NNS RB . 
886,0,Technology is rapidly being improved .,NN VBZ RB VBG VBN . 
491,0,My life has been changed by technological advances .,PRP$ NN VBZ VBN VBN IN JJ NNS . 
73,0,The show takes place on 14th March from 10.00 - 19.00 .,DT NN VBZ NN IN NN NNP IN CD HYPH CD . 
1132,1,He respected and still loves it .,PRP VBD CC RB VBZ PRP . 
587,0,That was not true !,DT VBD RB JJ . 
978,1,"Especailly , Korean souvenir shops were felt to be extremely cheap .","RB , JJ NN NNS VBD VBN TO VB RB JJ . "
657,0,"On the other hand , shopping can be unenjoyable .","IN DT JJ NN , NN MD VB JJ . "
234,0,"However , there were not any .","RB , EX VBD RB DT . "
732,0,People were staring at me and laughing .,NNS VBD VBG IN NN CC VBG . 
214,0,"However , we have to consider our human nature .","RB , PRP VBZ TO VB PRP$ JJ NN . "
162,0,But I like different styles of art .,CC PRP VBP JJ NNS IN NN . 
132,0,I 'm a beginner at both activities .,PRP VBP DT NN IN DT NNS . 
1068,1,The modern technology has changed our daily life .,DT JJ NN VBZ VBN PRP$ JJ NN . 
926,0,"Finally , I have questions about clothes and money .","RB , PRP VBP NNS IN NNS CC NN . "
1111,1,It is n't easy giving an answer at this question .,PRP VBZ RB JJ VBG DT NN IN DT NN . 
185,0,I have never slept in tents when I went camping .,PRP VBP RB VBN IN NNS WRB PRP VBD VBG . 
41,0,And is it better to have cash or cheques ?,CC VBZ PRP JJR TO VB NN CC NNS . 
692,0,Why did you not change the names on your advertisement ?,WRB VBD PRP RB VB DT NNS IN PRP$ NN . 
108,0,"Then , the show started at 20.15 instead of 19.30 .","RB , DT NN VBD IN CD RB IN CD . "
38,0,"It 's connected with our house , our workplace etc.","PRP VBZ VBN IN PRP$ NN , PRP$ NN FW "
568,0,"Generally many women like shopping , including me .","RB JJ NNS VBP NN , VBG PRP . "
817,0,You can see the sign for the hotel .,PRP MD VB DT NN IN DT NN . 
1145,1,"There is only one thing we do n't agree with you ,","EX VBZ RB CD NN PRP VBP RB VB IN PRP , "
1299,1,That night I went to the stadium and I met the singer,DT NN PRP VBD IN DT NN CC PRP VBD DT NN 
483,0,The microphones all had to be checked .,DT NNS RB VBD TO VB VBN . 
468,0,Why film the school ?,RB VB DT NN . 
24,0,"In recent years , mordern technology has been developing increasingly .","IN JJ NNS , JJ NN VBZ VBN VBG RB . "
996,1,"Shopping is not always enjoyable ,","NN VBZ RB RB JJ , "
855,0,Everyone has had or will have one while shopping .,NN VBZ VBN CC MD VB CD IN VBG . 
1187,1,"Sir manager of the theatre ,",NNP NN IN DT NN . 
1143,1,Because most of them were from English speaking country this year .,IN JJS IN PRP VBD IN NNP VBG NN DT NN . 
366,0,"Actually , I do n't like tents so much .","RB , PRP VBP RB VB NNS RB RB . "
505,0,I especially liked that time .,PRP RB VBD DT NN . 
1189,1,Thank you for the amazing inform about the competition .,VBP PRP IN DT JJ NN IN DT NN . 
383,0,People used candles to see around them .,NNS VBD NNS TO VB IN PRP . 
734,0,I really liked the exhibitions .,PRP RB VBD DT NNS . 
717,0,I was really disappointed with your show .,PRP VBD RB JJ IN PRP$ NN . 
1202,1,I suggest you to try this kind of experience .,PRP VBP PRP TO VB DT NN IN NN . 
454,0,Nowadays our shopping habits seem to have changed .,RB PRP$ NN NNS VBZ TO VBZ VBN . 
264,0,In June I have to take some English lessons .,IN NNP PRP VBP TO VB DT NNP NNS . 
1091,1,The worst thing is that he could not improve this behaviour .,DT JJS NN VBZ IN PRP MD RB VB DT NN . 
232,0,It was closed for some reason I still do n't know .,PRP VBD JJ IN DT NN PRP RB VBP RB VB . 
444,0,"Perhaps , armour will become a craze again .","RB , NN MD VB DT NN RB . "
395,0,How will the home of the future be ?,WRB MD DT NN IN DT NN VB . 
939,0,I would come next year with great pleasure .,PRP MD VB JJ NN IN JJ NN . 
176,0,They all did except one : Pat .,PRP DT VBD IN CD : NNP . 
18,0,"It is very interesting , especially for young people .","PRP VBZ RB JJ , RB IN JJ NNS . "
1185,1,See you and write me soon .,VB PRP CC VB PRP RB . 
890,0,"Are tablets necessary ( for headache , insects ) ?","VBZ NNS JJ -LRB- IN NN , NNS -RRB- . "
341,0,I 'm very good at swimming and surfing .,PRP VBP RB JJ IN NN CC NN . 
864,0,Your time has been stolen .,PRP$ NN VBZ VBN VBN . 
595,0,My other choice is painting .,PRP$ JJ NN VBZ NN . 
61,0,I also helped to serve people who would like to drink .,PRP RB VBD TO VB NNS WP MD VB TO VB . 
272,0,I 've been busy preparing for English exams .,PRP VBP VBN JJ VBG IN NNP NNS . 
1094,1,"The advertisement said there were discounts available , which were not .","DT NN VBD EX VBD NNS JJ , WDT VBD RB . "
1269,1,I appriciated to this big news .,PRP VBD IN DT JJ NNS . 
278,0,Here is the information you asked for :,RB VBZ DT NN PRP VBD IN : 
1050,1,"Perhaps , he moved into another town .","RB , PRP VBD IN DT NN . "
694,0,So it depends on the case .,RB PRP VBZ IN DT NN . 
368,0,I bought a group ticket for the show,PRP VBD DT NN NN IN DT NN 
1244,1,She felt really badly after that .,PRP VBD RB RB IN DT . 
36,0,So that 's why they have invented the telephone .,RB DT VBZ WRB PRP VBP VBN DT NN . 
735,0,"Every day , something changes and we become more modern .","DT NN , NN VBZ CC PRP VBP RBR JJ . "
1200,1,It 's the best thing you can do in this case .,PRP VBZ DT JJS NN PRP MD VB IN DT NN . 
662,0,Pat was her best friend so she told him .,NNP VBD PRP$ JJS NN IN PRP VBD PRP . 
983,1,I have recieved your letter this morning .,PRP VBP VBN PRP$ NN DT NN . 
976,1,But by some situations you have to wear something .,CC IN DT NNS PRP VBP TO VB NN . 
547,0,You will be able to meet many Japanese students .,PRP MD VB JJ TO VB JJ JJ NNS . 
1079,1,"Once I was fishing , when sharks came all around me .","RB PRP VBD VBG , WRB NNS VB RB RB PRP . "
688,0,Painting and Photography are good activities for me .,NN CC NN VBP JJ NNS IN PRP . 
738,0,Lastly the method of communication has also changed .,RB DT NN IN NN VBD RB VBN . 
191,0,I have discussed this subject with my friends and schoolteachers .,PRP VBP VBN DT NN IN PRP$ NNS CC NNS . 
456,0,It was at lunchtime .,PRP VBD IN NN . 
393,0,There is something I would like to know from you .,EX VBZ NN PRP MD VB TO VB IN PRP . 
675,0,"Therefore , it is an example of modern architecture .","RB , PRP VBZ DT NN IN JJ NN . "
760,0,Today nobody could imagine such a situation .,NN NN MD VB PDT DT NN . 
1330,1,I think 50 % ( £ 80 ) are enough .,PRP VBP CD NN -LRB- $ CD -RRB- VBZ JJ . 
728,0,It was not Danny on the stage !,PRP VBD RB NNP IN DT NN . 
419,0,I am happy to visit the United States with your organisation .,PRP VBP JJ TO VB DT NNP NNP IN PRP$ NN . 
375,0,Now I want to explain about the problems .,RB PRP VBP TO VB IN DT NNS . 
412,0,The first one is tennis and the second one is sailing .,DT JJ CD VBZ NN CC DT JJ CD VBZ NN . 
74,0,We have had a quite pleasant time except for that evening .,PRP VBP VBN DT RB JJ NN IN IN DT NN . 
1265,1,If we look at a family life .,IN PRP VBP IN DT NN NN . 
1061,1,And tickets were too expensive !,CC NNS VBD RB JJ . 
500,0,And look at us now .,CC VBP IN PRP RB . 
825,0,But I hope you will wear a formal suit and dress .,CC PRP VBP PRP MD VB DT JJ NN CC NN . 
1140,1,As the second activity I have chosen to make photos .,IN DT JJ NN PRP VBP VBN TO VB NNS . 
616,0,We saw the details and were pleased with them,PRP VBD DT NNS CC VBD JJ IN PRP 
114,0,How has modern technology changed your daily life ?,WRB VBZ JJ NN VBN PRP$ JJ NN . 
417,0,I am a student in the English class .,PRP VBP DT NN IN DT JJ NN . 
601,0,I think there are sufficient reasons for giving my money back .,PRP VBP EX VBP JJ NNS IN VBG PRP$ NN RB . 
604,0,"Thank you again and take care ,",VBP PRP RB CC VBP NN . 
1349,1,I vish you were here with me .,PRP VBP PRP VBD RB IN PRP . 
89,0,So I would like to travel in July .,RB PRP MD VB TO VB IN NNP . 
848,0,The other activity I would prefer is sailing .,DT JJ NN PRP MD VB VBZ NN . 
1037,1,Have you ever thought to live without your car ?,VBP PRP RB VB TO VB IN PRP$ NN . 
1293,1,Rod was a happy man at that times .,NNP VBD DT JJ NN IN DT NNS . 
753,0,But it has advantages as well as disadvantages .,CC PRP VBZ NNS RB RB IN NNS . 
498,0,The trial was long and received wide coverage from the media .,DT NN VBD JJ CC VBD JJ NN IN DT NN . 
1081,1,Why did you put into the advertisement ' Discounts Available ' ?,WRB MD PRP VB IN DT NN `` NNS JJ '' . 
1075,1,It has been in her parents ' appartement .,PRP VBZ VBN IN PRP$ NNS POS NN . 
1073,1,How is the wonderful life after invention the light .,WRB VBZ DT JJ NN IN NN DT NN . 
11,0,They all know where the conference is and when .,PRP DT VBZ WRB DT NN VBZ CC WRB . 
396,0,I must say that it was n't our perfect evening out !,PRP MD VB IN PRP VBD RB PRP$ JJ NN RB . 
953,1,There will be a great success !,EX MD VB DT JJ NN . 
555,0,After the class is also a very essential part of school life,IN DT NN VBZ RB DT RB JJ NN IN NN NN 
42,0,I could n't write to you because I was very busy .,PRP MD RB VB IN PRP IN PRP VBD RB JJ . 
841,0,Nobody informed me about that .,NN VBD PRP IN DT . 
167,0,It looks nice and has a good message .,PRP VBZ JJ CC VBZ DT JJ NN . 
416,0,I would prefer to go to the Camp in July .,PRP MD VB TO VB IN DT NN IN NNP . 
576,0,So life is much faster and more convenient than before .,RB NN VBZ RB JJR CC RBR JJ IN RB . 
834,0,I think modern technology is very important in my life .,PRP VBP JJ NN VBZ RB JJ IN PRP$ NN . 
267,0,We can show our figure in winter as well .,PRP MD VB PRP$ NN IN NN RB RB . 
1290,1,I will never ever help anybody to organice a pop concert .,PRP MD RB RB VB NN TO VB DT NN NN . 
426,0,You can find any information from it that you want .,PRP MD VBD DT NN IN PRP WDT PRP VBP . 
690,0,"I keep that in my mind , for ever !","PRP VBP DT IN PRP$ NN , IN RB . "
544,0,I hope your questions have been answered appropriately .,PRP VBP PRP$ NNS VBP VBN VBN RB . 
1266,1,I 've already Won three prizes about it .,PRP VBP RB VBN CD NNS IN PRP . 
674,0,The building was built in 1999 .,DT NN VBD VBN IN CD . 
689,0,On your last day you have the afternoon free .,IN PRP$ JJ NN PRP VBP DT NN JJ . 
1192,1,It is placed in the middle of the forest .,PRP VBZ VBN IN DT NN IN DT NN . 
851,0,I was very nervous .,PRP VBD RB JJ . 
1323,1,How poor their imagination are !,WRB JJ PRP$ NN VBP . 
159,0,Actually I ca n't swim at all .,RB PRP MD RB VBG IN DT . 
895,0,It 's a strange thing !,PRP VBZ DT JJ NN . 
1177,1,Could you believe my luck ?,MD PRP VB PRP$ NN . 
257,0,But it started at 20:15 !,CC PRP VBD IN CD . 
1054,1,You asked some questions about rules in school and homes,PRP VBD DT NNS IN NNS IN NN CC NNS 
335,0,It is really fascinating to challenge the waves .,PRP VBZ RB JJ TO VB DT NNS . 
1270,1,Thank for you patience .,VBP IN PRP NN . 
15,0,And then going away without listening to the answer .,CC RB VBG RB IN VBG IN DT NN . 
515,0,I wonder if you could explain to me why .,PRP VBP IN PRP MD VB IN PRP WRB . 
324,0,"Finally , may I ask for some more information ?","RB , MD PRP VB IN DT JJR NN . "
768,0,All her father 's things were missing .,DT PRP$ NN POS NNS VBD JJ . 
607,0,She was very angry and hurt .,PRP VBD RB JJ CC JJ . 
1190,1,I really like staying in tents .,PRP RB VBP VBG IN NNS . 
999,1,"Thanks for all these informations ,","NNS IN PDT DT NNS , "
933,0,So do n't laugh at this idea .,RB VBP RB VB IN DT NN . 
905,0,", how much money should I take there ?",", WRB JJ NN MD PRP VB RB . "
222,0,Everything in this room is connected with wine .,NN IN DT NN VBZ VBN IN NN . 
179,0,I received your letter asking for some information about the conference,PRP VBD PRP$ NN VBG IN DT NN IN DT NN 
977,1,It would be great if we can choosen swimming and Golf .,PRP MD VB JJ IN PRP MD VBN NN CC NN . 
99,0,Bye and think about this .,UH CC VB IN DT . 
836,0,First thing is the computer .,JJ NN VBZ DT NN . 
757,0,"Nigel himself was a big "" surprise "" present for Sally .",NNP PRP VBD DT JJ `` JJ '' NN IN NNP . 
521,0,What do you think about this suggestion ?,WP VBP PRP VBP IN DT NN . 
761,0,And I was really disappointed with the different actor 's performance .,CC PRP VBD RB JJ IN DT JJ NN POS NN . 
22,0,I thank you in advance and look forward to your reply .,PRP VBP PRP IN NN CC VB RB IN PRP$ NN . 
356,0,We should n't allow the world to be exploited .,PRP MD RB VB DT NN TO VB VBD . 
733,0,I believed everything she told me .,PRP VBD NN PRP VBD PRP . 
1131,1,I am interst playing tennis very much .,PRP VBP JJ VBG NN RB RB . 
1252,1,The first time in my life I have won competition .,DT JJ NN IN PRP$ NN PRP VBP VBN NN . 
611,0,I was so disappointed about that .,PRP VBD RB JJ IN DT . 
1150,1,It means I had to read the recipies very carefully .,PRP VBZ PRP VBD TO VB DT NNS RB RB . 
340,0,"People will wear yellow , pink and green clothes .","NNS MD VB JJ , JJ CC JJ NNS . "
431,0,At surfing I am not good at all .,IN NN PRP VBP RB JJ IN DT . 
989,1,"At home , we must wash our hands before the lunch .","IN NN , PRP MD VB PRP$ NNS IN DT NN . "
217,0,I would like to play guitar like him .,PRP MD VB TO VB NN IN PRP . 
911,0,I must be at home by 11pm .,PRP MD VB IN NN IN NN . 
203,0,Do you understand me ?,VBP PRP VB PRP . 
1090,1,I hope to see you soon to tell you more details .,PRP VBP TO VB PRP RB TO VB PRP JJR NNS . 
1101,1,I think I will really enjoy if I could stay in tents,PRP VBP PRP MD RB VB IN PRP MD VB IN NNS 
93,0,I was very pleased to receive your letter .,PRP VBD RB JJ TO VB PRP$ NN . 
1010,1,I said to myself again .,PRP VBD TO PRP RB . 
68,0,I spent two days at the International Arts Festival you organized .,PRP VBD CD NNS IN DT NNP NNPS NN PRP VBD . 
1181,1,For me was this aventure one of the Best .,IN PRP VBD DT NN CD IN DT JJS . 
284,0,"In addition , admission for students is free .","IN NN , NN IN NNS VBZ JJ . "
696,0,The concert last month !,DT NN JJ NN . 
85,0,It has absolutely reduced women 's housework time .,PRP VBZ RB VBN NNS POS NN NN . 
434,0,There are many historic buildings .,EX VBZ JJ JJ NNS . 
1005,1,If you want something for fun or entertainment go bowling .,IN PRP VBP NN IN NN CC NN VB VBG . 
153,0,Let me explain to you why I 'm now so disappointed .,VB PRP VB IN PRP WRB PRP VBP RB RB JJ . 
75,0,Because you have to visit many shops and see many things .,IN PRP VBP TO VB JJ NNS CC VB JJ NNS . 
1175,1,I hope you find my opinion useful .,PRP VBP PRP VBP PRP$ NN JJ . 
1350,1,Moreover there was no discount ticket .,RB EX VBD DT NN NN . 
789,0,Most students in our class are studying Fashion full-time .,JJS NNS IN PRP$ NN VBP VBG NN RB . 
580,0,The World is being Changed rapidly by developing technology and industry .,DT NN VBZ VBG VBN RB IN JJ NN CC NN . 
446,0,You should close the theatre until the restaurant can be used .,PRP MD VB DT NN IN DT NN MD VB VBN . 
703,0,We spent all our time together .,PRP VBD PDT PRP$ NN RB . 
188,0,It will be a surprise !,PRP MD VB DT NN . 
271,0,It was a very good experience for me,PRP VBD DT RB JJ NN IN PRP 
1137,1,"Appart from this , the show started fourty five minutes later .","RB IN DT , DT NN VBD CD CD NNS RBR . "
884,0,I want to attend swimming and tennis courses .,PRP VBP TO VB NN CC NN NNS . 
236,0,And now the situation was becoming harder to put up with .,CC RB DT NN VBD VBG JJR TO VB RP RB . 
487,0,The International Arts Festival is a wonderful idea .,DT NNP NNPS NNP VBZ DT JJ NN . 
1304,1,"Yes , it was a strange behaviour .","UH , PRP VBD DT JJ NN . "
559,0,But afterwards you never eat them and just bin them .,CC RB PRP RB VBP PRP CC RB VBP PRP . 
117,0,He took me right to the front of my house .,PRP VBP PRP RB IN DT NN IN PRP$ NN . 
637,0,In particular I 'd like to talk about the Internet .,IN NN PRP MD VB TO VB IN DT NNP . 
1217,1,Their popularity could be explained by their comfort and easy use .,PRP$ NN MD VB VBN IN PRP$ NN CC JJ NN . 
801,0,It will save our Earth .,PRP MD VB PRP$ NNP . 
750,0,It was not a perfect evening whatsoever .,PRP VBD RB DT JJ NN RB . 
512,0,In particular I had to spend it alone ... again .,"IN JJ PRP VBD TO VB PRP RB , RB . "
633,0,So we tried to steal adults ' panties .,CC PRP VBD TO VB NNS POS NNS . 
993,1,Some are in formal others are in casual .,DT VBP IN JJ NNS VBP IN JJ . 
1161,1,All my class mates are looking forward to go to London .,PDT PRP$ NN NNS VBP VBG RB TO VB IN NNP . 
907,0,Then Sara looked into the river .,RB NNP VBD IN DT NN . 
1225,1,These changes will not affect the contacts of the programme itself .,DT NNS MD RB VB DT NNS IN DT NN PRP . 
126,0,Definitely we should try to understand technology .,RB PRP MD VB TO VB NN . 
790,0,I really enjoy swimming .,PRP RB VBP NN . 
829,0,"Because of that , I waited for a long time .","IN IN DT , PRP VBN IN DT JJ NN . "
116,0,I am a good defender .,PRP VBP DT JJ NN . 
473,0,The show would be fantastic .,DT NN MD VB JJ . 
740,0,I believe we 'll be more into fashionable stuff .,PRP VBP PRP MD VB RBR IN JJ NN . 
1142,1,A crowded hall is not good to enjoy musics .,DT JJ NN VBZ RB JJ TO VB NNS . 
950,1,Is n't it a big opportunity for us ?,VBZ RB PRP DT JJ NN IN PRP . 
57,0,She spent the money on a magazine .,PRP VBD DT NN IN DT NN . 
603,0,I used to go camping .,PRP VBD TO VB VBG . 
786,0,The prices for land are increasing because of this .,DT NNS IN NN VBP VBG IN IN DT . 
830,0,We had a brilliant night .,PRP VBD DT JJ NN . 
119,0,""" Sara remembered the golden fish .",`` NNP VBD DT JJ NN . 
656,0,I was waiting for the show for half an hour !,PRP VBD VBG IN DT NN IN NN DT NN . 
1087,1,I only can travel in July,PRP RB MD VB IN NNP 
669,0,New inventions have been invented and science has made quick progress .,JJ NNS VBP VBN VBN CC NN VBZ VB JJ NN . 
105,0,"What do you take us for , Mr Smith ?","PRP VBP PRP VB PRP IN , NNP NNP . "
635,0,"Moreover , entrance for students is free .","RB , NN IN NNS VBZ JJ . "
369,0,The place is the college garden .,DT NN VBZ DT NN NN . 
268,0,"Really , what a mess with the administration .","RB , WDT DT NN IN DT NN . "
655,0,Because my favourite actor appears in it .,IN PRP$ JJ NN VBZ IN PRP . 
819,0,There are a lot of shopping styles in the world .,EX VBP DT NN IN NN NNS IN DT NN . 
935,0,We were too young to spend a whole weekend alone .,PRP VBD RB JJ TO VB DT JJ NN RB . 
822,0,I have great experience of sailing .,PRP VBP JJ NN IN NN . 
866,0,"Also , may I take a friend with me ?","RB , MD PRP VB DT NN IN PRP . "
46,0,But the party was great after all .,CC DT NN VBD JJ RB RB . 
349,0,Fashion changes every year .,NN VBZ DT NN . 
1167,1,Madrid is a big city and have many interesting places .,NNP VBZ DT JJ NN CC VBP JJ JJ NNS . 
991,1,Why was he not here ?,WRB VBD PRP RB RB . 
876,0,It will be very pleasant joining the holiday .,PRP MD VB RB JJ VBG DT NN . 
773,0,I live and I need different products to survive .,PRP VBP CC PRP VBP JJ NNS TO VB . 
195,0,I felt so miserable that Pat laughed to see me .,PRP VBD RB JJ IN NNP VBD TO VB PRP . 
102,0,I am very happy about the news .,PRP VBP RB JJ IN DT NN . 
4,0,Pat was very frightened by this situation .,NNP VBD RB JJ IN DT NN . 
619,0,As they wanted to have a baby .,IN PRP VBD TO VB DT NN . 
1003,1,If is possible I would like swimming .,IN VBZ JJ PRP MD VB VBG . 
571,0,I want to introduce an interesting building for them to visit .,PRP VBP TO VB DT JJ NN IN PRP TO VB . 
52,0,That 's why I 'd like to feel adventurous .,DT VBZ WRB PRP MD VB TO VB JJ . 
263,0,It has already started and has no limits .,PRP VBD RB VBD CC VBZ DT NNS . 
1241,1,My job just prepear drink for them .,PRP$ NN RB VBP NN IN PRP . 
1233,1,Is it suitable for you ?,VBZ PRP JJ IN PRP . 
443,0,I was in her room helping her .,PRP VBD IN PRP$ NN VBG PRP . 
1002,1,I also will be pleased to stay in log cabins .,PRP RB MD VB JJ TO VB IN NN NNS . 
837,0,Because fashion has repeated many times in the circle .,IN NN VBZ VBN JJ NNS IN DT NN . 
1206,1,Our days I would call a days of great technologycal progress .,PRP$ NNS PRP MD VB DT NNS IN JJ JJ NN . 
304,0,I think that we will not wear formal clothes anymore .,PRP VBP IN PRP MD RB VB JJ NNS RB . 
1063,1,I hope to give you enough information .,PRP VBP TO VB PRP JJ NN . 
313,0,Many different incurable diseases have appeared .,JJ JJ JJ NNS VBP VBN . 
149,0,"Would you check the weather forecast for me , please ?","MD PRP VB DT NN NN IN PRP , UH . "
574,0,"We need light every day , not just at nighttime .","PRP VBP NN DT NN , RB RB IN NN . "
50,0,What kind of clothes should I put in my case ?,WDT NN IN NNS MD PRP VB IN PRP$ NN . 
1078,1,When I was a child we were often camping .,WRB PRP VBD DT NN PRP VBD RB VBG . 
726,0,Shopping is a common activity in their life .,NN VBZ DT JJ NN IN PRP$ NN . 
833,0,Modern technology has created other conveniences :,JJ NN VBZ VBN JJ NNS : 
470,0,I appreciate all this .,PRP VBP PDT DT . 
971,1,And swimming is very good for health .,CC NN VBZ RB JJ IN NN . 
653,0,' Why not go to the stock exchange ? ',`` WRB RB VB IN DT NN NN . '' 
399,0,The best time would be from 17th July till 30th July .,DT JJS NN MD VB IN NN NNP IN NN NNP . 
511,0,Yesterday was Valentine 's day here in Portugal .,NN VBD NNP POS NNP RB IN NNP . 
320,0,They will organise the same pop concert but with another singer .,PRP MD VB DT JJ NN NN CC IN DT NN . 
19,0,I wish you had been there with us !,PRP VBP PRP VBD VBN RB IN PRP . 
684,0,Were people happier in the past than today ?,VBD NNS JJR IN DT NN IN NN . 
35,0,It began 45 minutes later than it should have .,PRP VBD CD NNS RBR IN PRP MD VBP . 
902,0,I do not like tents ;,"PRP VBP RB VB NNS , "
827,0,That was a disappointment for my whole family .,DT VBD DT NN IN PRP$ JJ NN . 
1210,1,I am looking forward your reply .,PRP VBP VBG RB PRP$ NN . 
407,0,I will come to your office this week .,PRP MD VB IN PRP$ NN DT NN . 
920,0,I hope that my article appears in your magazine .,PRP VBP IN PRP$ NN VBZ IN PRP$ NN . 
537,0,Taking pictures is a new experience for me .,VBG NNS VBZ DT JJ NN IN PRP . 
758,0,For August I booked a trip to Greece with my wife .,IN NNP PRP VBD DT NN IN NNP IN PRP$ NN . 
245,0,I collect strange photographs by myself .,PRP VBP JJ NNS IN PRP . 
784,0,I just hope I do n't get injured .,PRP RB VBP PRP VBP RB VB JJ . 
489,0,I hope we will meet next year at the festival .,PRP VBP PRP MD VB JJ NN IN DT NN . 
154,0,I walked in first with Pat and two of my friends .,PRP VBD RP RB IN NNP CC CD IN PRP$ NNS . 
961,1,We were too young to stay a hole weekend alone .,PRP VBD RB JJ TO VB DT JJ NN RB . 
853,0,The guards will change every four hours .,DT NNS MD VB DT CD NNS . 
625,0,In the future I imagine I could fly on my own !,IN DT NN PRP VBP PRP MD VB IN PRP$ NN . 
